Timestamp,Tipo,Título,Autores,Fecha,¿Quién introduce la información?,Venue,Publisher,"Otros metadatos editoriales (e.j, volumen, páginas, etc.) ",Resumen (100-250 palabras),URL,Datos adicionales de interés,"Confirmo que la información aportada es correcta y lo más completa posible, y que estoy facultado para proveerla."
9/21/2022 13:44:32,Presentación en congreso (sin artículo),SOM to explore relationships between pathological history and symptoms of patients recovered from COVID-19,"Melissa Gonz_alez Garcia, Universidad de Cienfuegos
Sira Allende, Universidad de La Habana",5/3/2022,"Jefe de departamento, vicedecano, u otro cargo facultado",ICOR 2022,,,,,,Si
9/21/2022 13:49:12,Artículo publicado en journal,A TWO-STAGE SCRAMBLING PROCEDURE: SIMPLE AND STRATIFIED RANDOM SAMPLING. AN EVALUATION OF COVID19'S DATA IN MEXICO,"Carlos N Bouza-Herrera, Univesidad de La Habana
Pablo O Juárez-Moreno, Universidad Autonoma de Guerero
 Agustín Santiago-Moreno, Universidad Autonoma de Guerero
José M Sautto-Vallejo, Universidad Autonoma de Guerero",3/31/2022,"Jefe de departamento, vicedecano, u otro cargo facultado","Investigación Operacional, online first",,,,,,Si
9/21/2022 13:51:16,Artículo publicado en journal,Stratified Ranked Set Sampling With Missing Observations for Estimating the Difference,"Carlos Bouza, Universidad de La Habana",5/31/2022,"Jefe de departamento, vicedecano, u otro cargo facultado","Ranked Set Sampling Models and Methods, 209-232",,,,,,Si
9/21/2022 13:53:23,Artículo publicado en journal,Ratio-Type Estimation Using Scrabled Auxiliary Variables in Stratification Under Simple Random Sampling and Ranked Set Sampling,"Carlos Bouza-Herrera, Universidad de La Habana
Jose M. Sautto, Universidad Autonoma de Guerrero
Khalid Ul Islam Rather, Sher-e-Kashmir University of Agricultural Sciences and Technology of Jammu",3/31/2022,"Jefe de departamento, vicedecano, u otro cargo facultado","Ranked Set Sampling Models and Methods, 62-85",,,,,,Si
9/21/2022 16:15:01,Artículo publicado en journal,Un acercamiento a los modelos epidemiológicos poblacionales,"Elianys García-Pola Cordobes
Aymée Marrero Severo",9/7/2021,Uno de los autores,Revista INFODIR,,Número 37,,http://www.revinfodir.sld.cu/index.php/infodir,,Si
9/23/2022 11:07:50,Artículo publicado en journal,"Diabetic foot ulcer segmentation using logistic regression, DBSCAN clustering and morphological operators","Armando Heras Tang
Damian Valdés Santiago
Ángela León Mecías
Marta L. Baguer Díaz-Romanach
José A. Mesejo-Chiong",9/19/2022,Uno de los autores,ELCVIA Electronic Letters on Computer Vision and Image Analysis,,"21(2):23-39, ISSN 1577-5097","Digital images are used for the evaluation and diagnosis of diabetic foot ulcers. Selecting the region of interest in an image is a preliminary step for subsequent analysis. Most of the time, manual segmentation is not very reliable because specialists may have different opinions regarding the ulcer border; which has encouraged researchers to find and test automated segmentation techniques. This paper presents a computer-aided ulcer region segmentation algorithm for diabetic foot images. The proposed algorithm has two stages: ulcer region segmentation and post-processing of segmentation results. The first stage focused on the selection of a trained machine learning model to classify pixels inside the ulcer's region, after comparing five learning models. We performed exhaustive experiments with our own annotated dataset of images of Cuban patients. A second stage was needed due to the existence of some misclassified pixels. In order to solve this, we applied the DBSCAN clustering algorithm, together with dilation and closing morphological operators. The best-trained model after the post-processing stage was the logistic regressor (Jaccard Index 0.81, accuracy 0.94, recall 0.86, precision 0.91, and F1 score 0.88). This trained model was sensitive to irrelevant objects in the scene, but successfully detected the patient's foot. Physicians found these results promising for measuring the lesion area and to monitoring the ulcer healing process during treatments, which would significantly reduce errors.",https://doi.org/10.5565/rev/elcvia.1413,,Si
9/23/2022 11:09:26,Artículo publicado en journal,Sleep and stress of Havana workers during confinement by COVID-19,"Damian Valdés Santiago
Katherine Shania Cairo Pell
Silvia Miriam Pell del Río",9/12/2022,Uno de los autores,Psicologia Teoria e Prática,,"24(3), ePTPSS15515. São Paulo, SP. ISSN 1516-3687 (print), ISSN 1980-6906 (electronic version)",,https://doi.org/10.5935/1980-6906/ePTPSS15515,,Si
9/23/2022 11:11:23,Artículo publicado en journal,Wavelet leader based formalism to compute multifractal features for classifying lung nodules in X-ray imag-es,"Isabella María Sierra Ponce
Ángela León Mecías
Damian Valdés Santiago",8/8/2022,Uno de los autores,arXiv,,,,https://arxiv.org/abs/2207.00262,,Si
9/23/2022 11:13:12,Capítulo de libro,Uso del tiempo y estrés de trabajadores durante confinamiento por COVID-19,"Damian Valdés Santiago
Katherine Shania Cairo Pell
Silvia Miriam Pell del Río",7/20/2022,Uno de los autores,"M. C. Ferreira y J. T. da Rocha Falcão (coords.) Trabalho e Saúde: Metamorfoses na Produção de Mercadori-as e Serviços, Novo Perfil da Atividade dos Trabalhadores e Novo Perfil da Atividade dos Trabalhadores e Impactos para o Bem Estar no Trabalho","Editora UFRN, Brasil",,,,,Si
9/23/2022 11:14:33,Capítulo de libro,Risk perception management related to COVID-19: a study of scenarios planning in Cuba,"Silvia Miriam Pell del Río
Alfredo Luis Gil Rodríguez
Damian Valdés Santiago
María Milagros Febles Ele-jalde",7/10/2022,Uno de los autores,"Brunn & Gilbreath (eds.), COVID-19 and a World of Ad Hoc Geographies","Springer, Kentucky, United States",ISBN: 978-3-030-94349-3,,,,Si
9/23/2022 11:15:47,Capítulo de libro,Métodos y técnicas utilizados para la vigilancia en salud,"Gisele Coutin Marie
María Esther Álvarez Lauzarique
María del Carmen Pría Barros
Damian Valdés Santiago",7/7/2022,Uno de los autores,D. Rodríguez-Milord y R. González Cruz (coords.) Vigilancia de la salud pública. Experiencia cubana,Editorial de Ciencias Médicas,"Capítulo 4, pp. 65-91, ISBN 978-959-313-976-2",,,,Si
9/23/2022 11:16:53,Presentación en congreso (sin artículo),Sistematización para el desarrollo territorial en Cuba. Miradas desde la metodología Praxis,"Silvia Miriam Pell del Río
Ariadna Izaguirre
Damian Valdés Santiago",6/6/2022,Uno de los autores,"9ª Conferencia Latinoamericana y Caribeña de Ciencias Sociales. UNAM, Ciudad de México",,,,,,Si
9/23/2022 11:18:37,Presentación en congreso (sin artículo),"On pattern detection with Discrete Shapelet Transform II: shapelet estimation, multilevel detection and noise robustness","Damian Valdés Santiago
Ángela M. León Mecías
Marta L. Baguer Díaz-Romañach
Manuel González-Hidalgo
Antoni Jaume-i-Capo",6/6/2022,Uno de los autores,"15th International Conference on Operational Research, University of Havana",,,,,"Pertenece al Doctorado del MSc. Damian Valdés y cuenta con el apoyo del proyecto ""Métodos numéricos para problemas en múltiples escalas"", asociado al Programa Nacional de Cien-cias Básicas, Código PN223LH010-003, Ministerio de Ciencia, Tecnología y Medio Ambiente (CITMA), Cuba, 2021-2023.",Si
9/23/2022 11:20:02,Presentación en congreso (sin artículo),Nuevo Tesoro Lexicográfico de Cuba: su informatización,"Damian Valdés Santiago
Aurora Camacho",4/26/2022,Uno de los autores,CubaDigital,,,,,"Cuenta con el apoyo del proyecto ""Tesoro lexicográfico online del español de Cuba (Siglos XIX-XX)"", asociado al Programa Nacional de Ciencia y Técnica “Las Ciencias Sociales y las humanidades. Desafíos ante la estrategia de desarrollo de la so-ciedad cubana”, Código PN223LH011-013, Ministerio de Ciencia, Tecnología y Medio Ambiente (CITMA), La Habana, Cuba, 2021-2023.",Si
9/23/2022 11:24:31,Presentación en congreso (sin artículo),"Dos proyectos de Humanidades Digitales en el ILL: Tesoro Lexicográfico de Cuba, Informatización del catálo-go de su Biblioteca",Damian Valdés Santiago,4/20/2022,Uno de los autores,"Diálogos: Humanidades Digitales en el contexto cubano e iberoamericano, Proyecto Humboldt Digital (ProHD), Centro Histórico de La Habana, Cuba",,,,https://www.youtube.com/watch?v=44F54nicMOk&ab_channel=ProyectoHumboldtDigital,"Cuenta con el apoyo del proyecto ""Dinámicas sociales, políticas y económicas en el discurso público en Cuba de principio del siglo XXI: estudios de CORESPUC"", asociado al Programa Nacional de Ciencia y Técnica “Las Ciencias Sociales y las hu-manidades. Desafíos ante la estrategia de desarrollo de la sociedad cubana”, Código PN223LH011-011, Minis-terio de Ciencia, Tecnología y Medio Ambiente (CITMA), Cuba, 2021-2023.",Si
9/23/2022 11:25:22,Presentación en congreso (sin artículo),"Análisis de secuencias de actividades, salud y estrés en trabajadores habaneros durante el confinamiento por COVID-19, La Habana, 2020",Damian Valdés Santiago,3/16/2022,Uno de los autores,"Taller de actualización de investigaciones en la residencia de Bioestadística, Escuela Nacional de Salud Públi-ca, La Habana, Cuba",,,,,,Si
9/23/2022 11:26:17,Presentación en congreso (sin artículo),"“En el oficio de investigar, ¿y las TIC pa’ cuándo?”",Damian Valdés Santiago,12/4/2021,Uno de los autores,"III Evento “Comunidad Científica de Jóvenes Investigadores”: Desafíos de los jóvenes científicos sociales [virtual], Sancti Spíritus, Cuba ",,,,,,Si
9/23/2022 11:27:41,Presentación en congreso (sin artículo),Alternatives to build wavelet bases adapted to one-dimensional patterns,"Damian Valdés Santiago
Ángela León Mecías
Marta L. Baguer Díaz-Romañach",11/29/2021,Uno de los autores,"X WWlet Wavelets & Aplicações, São José dos Campos, São Paulo, Brasil",,,,,"Vinculado al Doctorado de Damian Valdés y al proyecto ""Métodos numéricos para problemas en múltiples escalas"", asociado al Programa Nacional de Cien-cias Básicas, Código PN223LH010-003, Ministerio de Ciencia, Tecnología y Medio Ambiente (CITMA), Cuba, 2021-2023.",Si
10/25/2022 11:31:31,Artículo publicado en proceeding de congreso,La aplicación de la Matemática en las Ciencias Biológicas y Farmacéuticas,"Roxana Cabrera Puig
Alicia Robbio Marrero",11/16/2021,Uno de los autores,"Matecompu 2021/XXII Edición del Evento Internacional, Matanzas",,ISBN: 978-959-16-4655-2,"En las ciencias biológicas y farmacéuticas, se aplica el enfoque matemático para interpretar, analizar  los problemas que aparecen en el estudio de estas ciencias. Pero, ¿cómo hacer más atractiva la enseñanza de la Matemática en los estudiantes que cursan la carrera de Biología y Farmacia de la Universidad de la Habana? El objetivo es mostrar aplicaciones sencillas de temas de matemática, que se han empleado en los contenidos de la asignatura mediante situaciones para motivar a los estudiantes en el estudio de las ciencias incorporando las herramientas teóricas de forma creativa para investigar fenómenos, modelar, predecir y analizar resultados.
PALABRAS CLAVE: matemática, biología, farmacia, aplicaciones
",http://www.umcc.cu/evento-matecompu-2021,Participación en el evento con 30 horas teórico.prácticas. 18 de noviembre 2021,Si
10/25/2022 11:41:23,Artículo publicado en journal,"Diabetic foot ulcer segmentation using logistic regression, DBSCAN clustering and morphological operators","Armando Heras Tang
Damian Valdes Santiago
Angela M. Leon Mecias
Marta L. Baguer Diaz-Romanach
Jose A. Mesejo Chiong",8/14/2022,Uno de los autores,Electronic Letters on Computer Vision and Image Analysis ,,"21 (2): 23-39, 2022","Digital images are used for the evaluation and diagnosis of diabetic foot ulcers. Selecting the region of interest in an image is a preliminary step for subsequent analysis. Most of the time, manual segmentation is not very reliable because specialists may have different opinions regarding the ulcer border; which has encouraged researchers to find and test automated segmentation techniques. This paper presents a computer aided ulcer region segmentation algorithm for diabetic foot images. The proposed algorithm has two stages: ulcer region segmentation and post-processing of segmentation results. The first stage focused on the selection of a trained machine learning model to classify pixels inside the ulcer’s region, after comparing five learning models. We performed exhaustive experiments with our own annotated dataset of images of Cuban patients. A second stage was needed due to the existence of some misclassified pixels. In order to solve this, we applied the DBSCAN clustering algorithm, together with dilation and closing morphological operators.
The best-trained model after the post-processing stage was the logistic regressor (Jaccard Index 0.81, accuracy 0.94, recall 0.86, precision 0.91, and F1 score 0.88). This trained model was sensitive to irrelevant objects in the scene, but successfully detected the patient’s foot. Physicians found these results promising for measuring the lesion area and to monitoring the ulcer healing process during treatments, which would significantly reduce errors.
",https://doi.org/10.5565/rev/elcvia.1413,,Si
10/25/2022 13:04:07,Libro,Análisis Funcional Lineal,Rita Roldán Inguanzo,10/10/2022,Uno de los autores,Libro de texto,"Eduniv, La Habana, y Ciudad Educativa, Miami","pp 253, ISBN 978-1-5129-8888-8","Este texto se estructura en ocho capítulos, cuyo objetivo central es el estudio de funcionales y operadores lineales continuos y de los espacios sobre los que estos se definen",http://editorial.eduniv.cu:8083/page/2,,Si
10/25/2022 14:07:31,Artículo publicado en journal,"Cuban Abdala vaccine: Effectiveness in preventing severe disease and death from COVID-19 in Havana, Cuba; A cohort study","Pedro I.Más-Bermejo
Félix O.Dickinson-Meneses
Kenia Almenares-Rodríguez
LizetSánchez-Valdés
Raúl Guinovart-Díaz
María Vidal-Ledo
Enrique Galbán-García
Yadira Olivera-Nodarse
Isabel Morgado-Vega
Santiago Dueñas-Carrera
Merardo Pujol
Francisco Hernández-Bernal
Miladys Limonta-Fernández
Gerardo Guillén-Nieto
Verena L.Muzio-González
MartaAyala-Ávila",12/1/2022,Uno de los autores,The Lancet Regional Health - Americas,ELSEVIER,"Volume 16, December 2022, 100366","COVID-19 vaccines have proven safe and efficacious in reducing severe illness and death. Cuban protein subunit vaccine Abdala has shown safety, tolerability and efficacy (92·3% [95% CI: 85·7‒95·8]) against SARS-CoV-2 in clinical trials. This study aimed to estimate Abdala's real-world vaccine effectiveness (VE).",https://doi.org/10.1016/j.lana.2022.100366,,Si
10/25/2022 14:12:31,Presentación en congreso (sin artículo),Influencia de la vacunación en la evolución de la COVID-19 en Yucatán,"Raúl Guinovart Díaz
Julián Bravo Castillero",6/7/2022,Uno de los autores,Smart City Expo LATAM Congress 2022,,,"Desde el 13 de marzo de 2020, el Grupo de análisis de datos y modelación matemática ha aplicado diferentes modelos para seguir la evolución de la COVID-19 en Yucatán;  http://covid19.yucatan.unam.mx/. El objetivo del presente trabajo es ilustrar mediante un ejercicio académico la utilidad del modelado matemático para visualizar posibles escenarios futuros en la evolución de la COVID-19. Los datos usados en los cálculos corresponden al periodo desde el 1º de enero al 2 de junio de 2022 reportados en los comunicados de prensa de la Secretaría de Salud de Yucatán https://www.yucatan.gob.mx/saladeprensa/.
",,,Si
10/25/2022 14:50:06,Presentación en congreso (sin artículo),Social Impact of scientific modeling in the multidisciplinary confrontation with COVID-19 in Cuba,"Raúl Guinovart Díaz
Wilfredo Morales Lezca
Isidro Abelló Ugalde",4/29/2022,Uno de los autores,BIOHABANA 2022,,,,,,Si
10/25/2022 16:03:56,Artículo publicado en journal,A Mathematical Model for HIV/AIDS Under Pre-Exposure and Post-Exposure Prophylaxis.,"Erick Delgado Moya,
Diego Samuel Rodrigues,
Alain Pietrus,
Aymee Marrero Severo",10/14/2022,Uno de los autores,BIOMATH ,,BIOMATH 11(2):1-28. https://doi.org/10.55630/j.biomath.2022.08.319. License CC BY 4.0,"HIV/AIDS has a strong impact on society, theeconomy, and health. Early diagnosis of cases, adherenceto treatment, and prevention are important factors incontrolling the epidemic in the population. In this paper,we present a new mathematical model for the study ofHIV/AIDS transmission. Our model is stratified in menand women, to account for the main forms of sexualtransmission homosexual and heterosexual relationships,and infectiousness in the HIV and AIDS stages. Inaddition, in the construction of the model, we take intoaccount the influence of Pre-Exposure Prophylaxis (PrEP)and Post-Exposure Prophylaxis (PEP) to study the impactof these implementations, diagnosis, and effectiveness oftreatment based on viral load undetectability. We studythe basic reproduction number by subpopulation (menand women) and general. Working by subpopulationsallows us to study men who have sex with men who havea strong impact on virus transmission. Also, we study theinfection-free equilibrium points due to their relationshipwith the basic reproduction number and demonstrate theglobal stability by subpopulation and general. To exploreour model, we performed computational simulations ona scenario designed with data from the literature andassumed, studying the influence of the parameters associ-ated with the use of PrEP, PEP, and undetectability on thebasic reproduction number by varying them individuallyand jointly. We concluded that in women the basicreproduction number is always lower than unity and thatin men the parameter associated with the undetectabilityof the viral load in HIV men has a strong influence on thedynamics. We also address the impact of PrEP, PEP, andundetectability in HIV and AIDS on the compartments,considering different scenarios varying the parametersjointly and independently and by sex which show difficultyin reducing women with AIDS. The scenario that showedthe best results in the reduction of the number of HIVand AIDS cases was when the parameters associatedwith undetectability in HIV and AIDS men and womentake the 90-90-90 that is proposed in the World HealthOrganization (WHO) strategy .",https://doi.org/10.55630/j.biomath.2022.08.319,"Indexed in SJR: 0.250, Scopus, DOAJ, EBSCO, MathSciNet, zbMATH.",Si
10/26/2022 7:10:05,Artículo publicado en journal,Modeling of imperfect viscoelastic interfaces in composite materials,"Oscar Luis Cruz-González
Reinaldo Rodríguez-Ramos
Frederic Lebon
Federico J. Sabina",5/20/2022,Uno de los autores,"Coatings 12, 705, 2022. https://doi.org/10.3390/coatings12050705 (Multidisciplinary Digital Publishing Institute (MDPI)). ",MDPI,"Vol. 12, 705","The present work deals with hierarchical composites in three dimensions, whose constituents
behave as non-aging linear viscoelastic materials. We model the influence that imperfect
viscoelastic interfaces have on the macroscopic effective response of these structures. As an initial
approach, the problem of two bodies in adhesion is studied and in particular the case of soft
viscoelastic interface at zero-order is considered. We deduce the integral form of the viscoelastic
interface by applying the matched asymptotic expansion method, the correspondence principle,
and the Laplace–Carson transform. Then, by adapting the integral form previously obtained, we
address a heterogeneous problem for periodic structures. Here, theoretical results obtained for perfect
interfaces are extended to the formal viscoelastic counterpart of the spring-type imperfect interface
model. Finally, we show the potential of the proposed approach by performing calculations of
effective properties in heterogeneous structures with two- and three-scale geometrical configurations
and imperfect viscoelastic interfaces.",https://doi.org/10.3390/coatings12050705,,Si
10/26/2022 7:14:33,Artículo publicado en journal,Overall properties for elastic micropolar heterogeneous laminated composites with centro-symmetric constituents.,"Y. Espinosa-Almeyda
V. Yanes
R. Rodríguez-Ramos
Federico J. Sabina
F. Lebon
C. F. Sánchez-Valdés
H. Camacho-Montes",12/15/2022,Uno de los autores,"Mechanics of High-Contrast Elastic Solids"". (Springer). ",Springer,,"In this work, the effective properties of multi-phase periodic laminated
Cosserat composite are computed by means of the two-scale asymptotic homogenization
method (AHM). The statements of the local problems and the formulas
of the associated effective properties are explicitly described. In addition, the
case of centro-symmetric laminated Cosserat with isotropic constituents is studied
and the corresponding effective coefficients are given in terms of the engineering
constants. Numerical results for different periodic centro-symmetric bi-laminated
Cosserat composites are reported and analyzed.",,,Si
10/26/2022 7:20:05,Artículo publicado en journal,. Effective behavior of viscoelastic composites: comparison of Laplace–Carson and time-domain mean-field approach.,"Tarkes Dora Pallicity
O. L. Cruz-González
J. A. Otero
R. Rodríguez-Ramos",6/18/2022,Uno de los autores,Archive of Applied Mechanics (Springer).,Springer,"92, 2371–2395, 2022. ","The paper focuses on deriving the macroscale viscoelastic constitutive laws using asymptotic expansion
method. Both the differential and integral form of the linear viscoelastic constitutive relation of the phases
is used in deriving the effective incremental potential and effective constitutive relation, respectively. The
integral form is handled by considering the correspondence principle and the Laplace–Carson (LC) transform.
A closed-form expression for the effective viscoelastic properties in LC domain is obtained by means of the
asymptotic homogenization method (AHM). In addition, AHM coupled with finite element simulation of a
representative volume element with periodic boundary conditions is used (AHM + FE). The last step in both
approaches is the numerical inversion to the time domain. Solution in time domain is obtained with numerical
Laplace inversion algorithms. In case of the differential form, using variational approach, the effective
incremental potential in time domain is directly obtained using mean-field method. Different homogenization
approaches are exemplified for evaluation of the effective relaxation behavior of composite (viscoelastic matrix
reinforced by unidirectional elastic fibers), and they are compared. In the approaches based on LC transform,
effective modulus and Poisson’s ratio agree well with each other for any property contrast and fiber volume
fraction. However, in case of relatively low property contrast, mean field overpredicts as compared to LC
approaches in the fiber direction, whereas at relatively higher property contrast, it is vice versa. The difference
increases at higher volume fractions due to synergistic effect of the error due to geometrical assumptions
involved in the localization tensor and interaction effects of the fiber inclusions. A good agreement in all
directions is observed among the three schemes at intermediate volume fractions and property contrast. This
study serves as benchmark for further theoretical improvements and experimental investigations.",https://doi.org/10.1007/s00419-022-02181-7 ,,Si
10/26/2022 7:23:23,Artículo publicado en journal,Influence of imperfect interface on the effective properties of elastic micropolar nanostructures.,"Y. Espinosa-Almeyda
V. Yanes
R. Rodríguez-Ramos
J. A. Otero
C. F. Sánchez-Valdés
H. Camacho-Montes
P. Padilla Longoria
F. J. Sabina",12/20/2022,Uno de los autores,ZAMM - Journal of Applied Mathematics and Mechanics / Zeitschrift für Angewandte Mathematik und Mechanik (Wiley). ,Wiley,,,,,Si
10/26/2022 7:27:43,Artículo publicado en journal,. Prediction of effective properties for multilayered laminated composite with delamination: A multiscale methodology proposal.,"D. Guinovart-Sanjuan
R. Rodríguez-Ramos
K. Vajravelu
R. Mohapatra
R. Guinovart-Díaz
H. Brito-Santana
V. Tita
F.J. Sabina.",6/22/2022,Uno de los autores,Composite Structures ,Springer,"297, 115910, 2022. ","In the manuscript, piezoelectric composites with non-uniform imperfect contact at the interface are studied.
For this, the two-scales asymptotic homogenization method is used to determine the effective properties of said
piezocomposite. First, a theoretical framework is offered to determine the effective properties of piezoelectric
materials with generalized periodicity. In addition, a method to solve the local problems for the particular
case of stratified media with imperfect contact conditions is described. In the second part, the above-described
methodology is used to study different numerical examples and compare the results taking into account
distinct contact conditions at the interfaces. Examples include wavy composites with uniform imperfect contact,
laminate composite with cracks at the interface, and non-uniform imperfect contact conditions elastic and
piezoelectric composites. Also, the influence on the average properties of the small geometrical parameter
related to the size of the periodic cell in the homogenization is illustrated. To validate the model, some of the
results are compared with the values obtained by the finite elements method (FEM).",https://doi.org/10.1016/j.compstruct.2022.115910 ,,Si
10/27/2022 15:17:50,Artículo publicado en journal,Intelligent ensembling of auto-ML system outputs for solving classification problems,"Juan Pablo Consuegra-Ayala
Yoan Gutiérrez
Yudivian Almeida-Cruz
Manuel Palomar",7/18/2022,Uno de los autores,Information Sciences,ELSEVIER,"Vol. 609, pp.766-780, ISSN 0020-0255","Automatic Machine Learning (Auto-ML) tools enable the automatic solution of real-world problems through machine learning techniques. These tools tend to be more time consuming than standard machine learning libraries, therefore, exploiting all the available resources to the full is a valuable feature. This paper presents a two-phase optimization system for solving classification problems. The system is designed to produce more robust classifiers by exploiting the different architectures that are generated while solving classification problems with Auto-ML tools, particularly AutoGOAL. In the first phase, the system follows a probabilistic strategy to find the best combination of algorithms and hyperparameters to generate a collection of base models according to certain diversity criteria; and in the second, it follows similar Auto-ML strategies to ensemble those models. The HAHA 2019 challenge corpus and the Adult dataset were used to evaluate the system. The experimental results show that: i) a better solution can be built by ensembling a subset of the already tested models; ii) the performance of ensemble methods depends on the collection of base models used; and, iii) ensuring diversity using the double-fault measure produces better results than the disagreement measure. The source code is available online for the research community.",https://doi.org/10.1016/j.ins.2022.07.061,,Si
10/28/2022 0:20:36,Artículo publicado en journal,Complexity entropy analysis at different levels of organisation in written language,"Ernesto Estévez Rams
Ania Mesa Rodríguez
Daniel Estevez Moya",5/8/2019,Uno de los autores,PloS one,,,"Written language is complex. A written text can be considered an attempt to convey a meaningful message which ends up being constrained by language rules, context dependence and highly redundant in its use of resources. Despite all these constraints, unpredictability is an essential element of natural language. Here we present the use of entropic measures to assert the balance between predictability and surprise in written text. In short, it is possible to measure innovation and context preservation in a document. It is shown that this can also be done at the different levels of organization of a text. The type of analysis presented is reasonably general, and can also be used to analyze the same balance in other complex messages such as DNA, where a hierarchy of organizational levels are known to exist.",https://doi.org/10.1371/journal.pone.0214863,,Si
10/28/2022 0:30:06,Artículo publicado en proceeding de congreso,Analysis of causal relationship between different cortical regions measured by transfer entropy,"Ania Mesa Rodríguez
Deirel Paz Linares
Anisleidy González Mitjans
Mitchell Valdés Sosa
Ariosky Areces Gonzalez
Pedro A. Valdes Sosa",7/5/2021,Uno de los autores,International Journal of Psychophisiology,,,,https://dx.doi.org/10.1016/j.ijpsycho.2021.07.373,,Si
10/28/2022 10:42:11,Artículo publicado en journal,A novel form of imperfect contact laws in flexoelectricity,"Michele Serpilli
Raffaella Rizzoni
Reinaldo Rodríguez-Ramos
Frédéric Lebon
Serge Dumont ",8/8/2022,Uno de los autores,Composite Structures,Elsevier,Composite Structures 300 (2022) 116059,"Flexoelectric materials exhibit coupling between electric polarization and mechanical strain gradient. At the
nano-scale and micro-scale, these materials offer a promising potential for the development of mechanical
transducers and energy harvesters. This work proposes a new imperfect interface model simulating the behavior
of a thin flexoelectric layer (adhesive) of vanishing thickness, embedded between two flexoelectric media
(adherents). The adhesive is assumed to be mechanically compliant and electrically lowly-conducting. The
interface model is obtained by using the asymptotic analysis. The contact laws, expressed in terms of the
jumps and means values of the displacements, normal derivatives of the displacements, and electric potential
across the interface, represent a formal generalization of the soft elastic and piezoelectric interface conditions.
A simple application, considering a one-dimensional three-layer composite micro-bar subject to electromechanical
loads, is developed in order to analytically/numerically assess the asymptotic model. Nonlocal
phenomena and end-effects, related to a flexoelectric length-scale parameter, are highlighted. The example
illustrates the usefulness of the proposed approach toward the design of thin nano- and microscale devices
exploiting the flexoelectric effect.",https://doi.org/10.1016/j.compstruct.2022.116059,,Si
10/28/2022 10:51:44,Artículo publicado en journal,Closed-form expressions for the effective properties of piezoelastic composites reinforced with cylindrical fibers by Maxwell scheme. ,"R. Rodríguez-Ramos
J. A. Otero
Y. Espinosa-Almeyda
F. J. Sabina
V. Levin.",8/27/2022,Uno de los autores,Mechanics of Materials ,Elsevier,Mechanics of Materials 174 (2022) 104452,"In this work, the Maxwell scheme is implemented to characterize the effective properties of piezoelastic
fiber composites reinforced by unidirectional cylindrical fibers distributed along the 𝑥3-axis. The piezoelastic
composites are assumed to have transversely isotropic constituent materials. Analytical expressions for the
effective properties (elastic, piezoelectric, and dielectric) are reported. The Mori–Tanaka approach is also
developed for piezoelastic composites and it is shown that their analytical results coincide with the Maxwell
scheme and the effective field method. Numerical analysis and comparisons with the two-scale asymptotic
homogenization method and the semi-analytical finite element method are shown and discussed. As a summary,
the novelty value of this work is that the Maxwell and Mori–Tanaka schemes have been extended to
heterogeneous piezoelectric structures. Closed formulas are derived for the effective elastic, piezoelectric, and
dielectric moduli. A numerical implementation of the effective moduli is carried out and the overall properties
are validated with other methods.",https://doi.org/10.1016/j.mechmat.2022.104452,,Si
10/29/2022 10:58:49,Capítulo de libro,Análisis de Secuencias Sociales para la vigilancia en salud,"Damian Valdés Santiago
María del Carmen Pría Barros
María Esther Álvarez Lauzarique",10/13/2022,Uno de los autores,"Bolaños Gutiérrez, M. R., Sarduy Domínguez Y. y León Cabrera, P. (coords.) Grupos de investigación de la Es-cuela Nacional de Salud Pública (2016-2020)",Editorial de Ciencias Médicas,"pp. 272-282, ISBN 978-959-316-041-4",,http://www.bvscuba.sld.cu/libro/grupos-de-investigacion-de-la-escuela-nacional-de-salud-publica-2016-2020,,Si
10/29/2022 11:00:12,Capítulo de libro,Risk perception management related to COVID-19: a study of scenarios planning in Cuba,"Silvia Miriam Pell del Río
Alfredo Luis Gil Rodríguez
Damian Valdés Santiago
María Milagros Febles Ele-jalde",9/10/2022,Uno de los autores,"Brunn & Gilbreath (eds.), COVID-19 and a World of Ad Hoc Geographies","Springer, Cham",pp. 2243-2258. ISBN: 978-3-030-94349-3,,https://doi.org/10.1007/978-3-030-94350-9_122.,,Si
10/29/2022 11:02:35,Capítulo de libro,Métodos y técnicas utilizados para la vigilancia en salud,"Gisele Coutin Marie
María Esther Álvarez Lauzarique
María del Carmen Pría Barros
Damian Valdés Santiago",10/12/2022,Uno de los autores,D. Rodríguez-Milord y R. González Cruz (coords.) Vigilancia de la salud pública. Experiencia cubana,Editorial de Ciencias Médicas,"pp. 65-91, ISBN 978-959-313-976-2",,http://www.ecimed.sld.cu/2022/05/18/vigilancia-de-la-salud-publica-experiencia-cubana/,,Si
10/29/2022 11:03:57,Artículo publicado en journal,Metodología para el desarrollo del sistema web para la gestión de los programas de maestrías del Instituto «Pedro Kourí»,"Mario Barrientos Rodríguez
Grisel Zacca González
Marta Castro Peraza
Delmis Álvarez Gainza
María Vidal Ledo
Damian Valdés Santiago",9/20/2022,Uno de los autores,Revista Cubana de Informática Médica,,"14(2), ISSN 1684-1859",,http://revinformatica.sld.cu/index.php/rcim/article/view/537,,Si
